site,dummy,distRoad,occ,temp,precp,barren,crop,decBroad,mixed,evBroad,herb,shrub,elev,tpi,X,Y,species,resolution
2025,0,121.3784332,0,7.143426895,468.8738098,0,0.468508303,2.687770844,49.33503342,34.50265503,0.89676857,8.500242233,306.9830627,0.536448479,-1150.739558,-1564.989323,RufousLeggedOwl,15
2026,0,97.63831329,0,8.58899498,492.8787231,0,0,1.202408671,22.50583076,11.87235165,4.035406113,12.0367794,47.37995148,-0.673409045,-1135.739558,-1564.989323,RufousLeggedOwl,15
2027,1,89.97309875,0,8.037899017,488.9014282,0,0.3586891,4.214333057,34.60985565,19.17644501,4.313616276,17.18114853,177.1044464,-1.483494997,-1120.739558,-1564.989323,RufousLeggedOwl,15
2028,1,79.62824249,0,8.214101791,498.7943726,0.051503085,1.192051172,4.094511032,39.22833252,32.884552,2.356995583,9.388812065,175.7977905,2.260715485,-1105.739558,-1564.989323,RufousLeggedOwl,15
2029,1,61.60712051,0,7.663338661,482.4256897,0.077274643,0.092338249,1.391111851,33.44251633,17.96913528,0.982485652,10.92857933,169.9790039,-0.044490892,-1090.739558,-1564.989323,RufousLeggedOwl,15
2030,1,46.00077438,0,7.156182289,468.6176453,0.082687199,3.6991539,0.916878998,35.31559372,23.23735237,2.536329985,7.835664272,349.9795532,2.906265497,-1075.739558,-1564.989323,RufousLeggedOwl,15
2031,0,31.9467926,0,6.123044968,429.3606262,0.95357275,4.174962044,3.305886507,43.64507294,27.34551048,6.258681774,12.73010921,609.7427979,0.363857031,-1060.739558,-1564.989323,RufousLeggedOwl,15
2032,0,17.70470619,0,7.096265793,434.4360962,0.000643556,2.528346062,0.521140575,46.13848114,36.77788544,1.027068019,6.364048958,435.9400024,-4.073634624,-1045.739558,-1564.989323,RufousLeggedOwl,15
2033,1,5.335422516,0,7.149425983,408.7130737,0.574523509,4.345066547,1.202470422,43.5346489,31.94170189,2.3660748,6.943041801,426.6504211,-0.895129502,-1030.739558,-1564.989323,RufousLeggedOwl,15
2034,1,7.734242916,0,7.5659132,381.6533508,0.088027582,5.593933582,2.968316793,44.24687576,32.04438782,2.096974373,6.49073267,363.1343689,0.56093514,-1015.739558,-1564.989323,RufousLeggedOwl,15
2035,1,10.11015034,0,6.303683758,294.6150513,0.557292223,4.109447002,2.848085642,46.02681351,28.48794937,4.725218773,11.86915493,640.6549072,0.742652655,-1000.739558,-1564.989323,RufousLeggedOwl,15
2036,1,6.176739693,0,5.425800323,228.6602783,3.365175962,4.503819466,3.081164837,39.53715134,22.91841125,10.19011021,15.26440239,848.2131348,-1.837117791,-985.7395576,-1564.989323,RufousLeggedOwl,15
2037,1,2.68420577,0,6.952616692,197.6547699,1.401403427,12.43828297,8.247854233,30.76662064,25.24936867,9.75381279,9.843055725,587.2498169,-4.146257877,-970.7395576,-1564.989323,RufousLeggedOwl,15
2038,1,2.708322048,0,6.356759071,149.1615448,1.967562914,7.65423727,12.444929123,31.00626183,23.42045021,10.24664307,12.36841583,734.0732422,-3.39224577,-955.7395576,-1564.989323,RufousLeggedOwl,15
2039,1,2.009181976,0,6.373644352,112.0216141,5.225784302,4.783522606,14.553535461,27.19781685,9.589980125,16.06287766,21.14006615,767.5403442,-1.543983221,-940.7395576,-1564.989323,RufousLeggedOwl,15
2040,0,13.57586288,0,4.769295692,80.26908875,8.170201302,4.53424263,11.979843140,25.37022209,11.26194668,14.48892307,24.06783295,1121.783081,2.522580385,-925.7395576,-1564.989323,RufousLeggedOwl,15
2041,0,130.7615509,0,8.345591545,486.0144958,0,0,0.000000000,24.46068764,9.96128273,4.976932049,7.621804237,46.39821625,-1.477678657,-1165.739558,-1579.989323,RufousLeggedOwl,15
2042,0,119.9947662,0,7.210492134,476.0832214,0,1.268748999,1.816165209,47.08292007,27.95230865,1.619834065,13.1400919,302.2828064,3.121983051,-1150.739558,-1579.989323,RufousLeggedOwl,15
2043,0,91.1415863,0,7.75660944,487.0475159,0,0.030165713,2.621640444,42.9041748,25.60741806,1.821493149,13.96363163,245.5151672,2.452302217,-1135.739558,-1579.989323,RufousLeggedOwl,15
2044,0,91.1415863,0,7.75660944,487.0475159,0,0.030165713,2.621640444,42.9041748,25.60741806,1.821493149,13.96363163,245.5151672,2.452302217,-1120.739558,-1579.989323,RufousLeggedOwl,15
2045,0,61.60712051,0,7.663338661,482.4256897,0.077274643,0.092338249,1.391111851,33.44251633,17.96913528,0.982485652,10.92857933,169.9790039,-0.044490892,-1105.739558,-1579.989323,RufousLeggedOwl,15
2046,1,61.60712051,0,7.663338661,482.4256897,0.077274643,0.092338249,1.391111851,33.44251633,17.96913528,0.982485652,10.92857933,169.9790039,-0.044490892,-1090.739558,-1579.989323,RufousLeggedOwl,15
2047,0,48.6475029,0,6.395321369,446.9125366,0,4.378991604,0.722574651,42.40229797,28.94414711,2.180889368,10.26031685,515.7797241,1.129315972,-1075.739558,-1579.989323,RufousLeggedOwl,15
2048,1,35.11343002,0,7.177930355,444.5808411,0,2.207470417,0.702312410,40.47378922,30.1594162,1.022574663,6.629529476,380.2703857,-1.004583359,-1060.739558,-1579.989323,RufousLeggedOwl,15
2049,1,23.39159966,0,6.194679737,400.0740967,0.363774896,2.582726002,1.600995541,46.54231644,31.82228851,2.966805458,10.8625412,594.6719971,-3.103551388,-1045.739558,-1579.989323,RufousLeggedOwl,15
2050,0,16.39553452,0,5.544460297,354.3550415,3.672198296,1.675303578,1.602247953,38.99375153,25.18214035,7.814598083,9.837219238,742.0090942,3.627998352,-1030.739558,-1579.989323,RufousLeggedOwl,15
2051,0,20.072855,0,5.695012569,311.8171692,1.753443956,4.162498951,1.804356217,42.28435898,29.32334518,7.653909206,11.42539406,734.0120239,0.183964968,-1015.739558,-1579.989323,RufousLeggedOwl,15
2052,1,24.13180161,0,6.655928612,292.8111877,0.564990103,4.913885117,2.608763695,46.52100754,30.73862076,2.314086199,9.030925751,556.6880493,-2.531527281,-1000.739558,-1579.989323,RufousLeggedOwl,15
2053,1,16.90043449,0,5.623702526,217.7433929,2.489827394,6.947477818,5.578272343,34.76663589,24.12111092,12.04886246,11.30121613,798.00177,-0.348888516,-985.7395576,-1579.989323,RufousLeggedOwl,15
2054,1,4.960664749,0,7.482792854,197.3960571,1.505050659,27.85822296,4.440488338,20.94608688,13.17134285,14.99869442,16.53486633,466.1218262,1.623348475,-970.7395576,-1579.989323,RufousLeggedOwl,15
2055,1,2.957544327,0,6.241170883,140.1761932,1.580002427,10.97429371,12.296872139,26.84509659,20.74735641,11.25628471,13.42189407,728.9216309,2.22091651,-955.7395576,-1579.989323,RufousLeggedOwl,15
2056,1,9.478845596,0,5.389440536,105.3671341,1.073939919,3.160100937,17.728912354,32.49003983,25.00160789,9.956670761,9.588911057,936.4469604,1.370561838,-940.7395576,-1579.989323,RufousLeggedOwl,15
2057,0,13.57586288,0,4.769295692,80.26908875,8.170201302,4.53424263,11.979843140,25.37022209,11.26194668,14.48892307,24.06783295,1121.783081,2.522580385,-925.7395576,-1579.989323,RufousLeggedOwl,15
2058,0,13.57586288,0,4.769295692,80.26908875,8.170201302,4.53424263,11.979843140,25.37022209,11.26194668,14.48892307,24.06783295,1121.783081,2.522580385,-910.7395576,-1579.989323,RufousLeggedOwl,15
2059,0,137.2609406,0,7.79097271,479.7510376,0.0547296,0.512002945,3.477372169,35.20141983,20.46226311,3.249217749,9.941910744,189.0902863,0.638522148,-1195.739558,-1594.989323,RufousLeggedOwl,15
2060,0,137.2609406,0,7.79097271,479.7510376,0.0547296,0.512002945,3.477372169,35.20141983,20.46226311,3.249217749,9.941910744,189.0902863,0.638522148,-1180.739558,-1594.989323,RufousLeggedOwl,15
2061,0,137.2609406,0,7.79097271,479.7510376,0.0547296,0.512002945,3.477372169,35.20141983,20.46226311,3.249217749,9.941910744,189.0902863,0.638522148,-1165.739558,-1594.989323,RufousLeggedOwl,15
2062,0,122.5590591,0,7.483578205,482.4028015,0,0.681287706,0.668722808,45.94402313,23.19706917,2.049573898,15.82649136,260.1148682,-0.059631031,-1150.739558,-1594.989323,RufousLeggedOwl,15
2063,0,94.37503815,0,7.517272472,482.3814392,0,0.059240956,1.422783971,40.35768127,24.81534576,1.715922236,11.58402824,285.8088989,0.798039794,-1135.739558,-1594.989323,RufousLeggedOwl,15
2064,1,94.37503815,0,7.517272472,482.3814392,0,0.059240956,1.422783971,40.35768127,24.81534576,1.715922236,11.58402824,285.8088989,0.798039794,-1120.739558,-1594.989323,RufousLeggedOwl,15
2065,0,66.55647278,0,7.314727783,470.2678833,0,0.396602988,0.098033905,27.40228081,16.79299164,0.696100116,7.148621559,213.2234192,1.990588427,-1105.739558,-1594.989323,RufousLeggedOwl,15
2066,1,66.55647278,0,7.314727783,470.2678833,0,0.396602988,0.098033905,27.40228081,16.79299164,0.696100116,7.148621559,213.2234192,1.990588427,-1090.739558,-1594.989323,RufousLeggedOwl,15
2067,1,66.55647278,0,7.314727783,470.2678833,0,0.396602988,0.098033905,27.40228081,16.79299164,0.696100116,7.148621559,213.2234192,1.990588427,-1075.739558,-1594.989323,RufousLeggedOwl,15
2068,0,44.35980225,0,6.33761549,419.9743958,0.550663769,2.561867476,1.368056655,43.43527985,36.99044418,2.970245123,6.062657833,543.12146,0.591829777,-1060.739558,-1594.989323,RufousLeggedOwl,15
2069,0,35.48994064,0,6.361546516,397.3924561,1.063248873,2.634908676,2.660224676,44.73021698,30.87264252,4.122420788,9.936914444,548.4334717,2.073240995,-1045.739558,-1594.989323,RufousLeggedOwl,15
2070,0,31.4013176,0,4.723308086,324.9415588,3.868290424,3.25211668,1.912892699,31.63362885,20.50090981,13.20573997,9.703401566,893.2611084,-2.802182198,-1030.739558,-1594.989323,RufousLeggedOwl,15
2071,0,33.67848587,0,4.418466091,277.6053162,5.242326736,2.084700346,2.411351442,31.17426682,18.32241631,11.98318291,9.714546204,977.338623,4.11593008,-1015.739558,-1594.989323,RufousLeggedOwl,15
2072,1,35.51462173,0,5.420057297,255.3426361,2.933768749,2.779390097,4.713969231,36.54190826,23.03480148,7.625884056,10.30992126,783.4997559,-0.431456774,-1000.739558,-1594.989323,RufousLeggedOwl,15
2073,1,23.94744682,0,5.530893803,209.41008,5.746535778,4.754322529,5.281241417,29.65416718,17.85932159,13.16123867,12.24891758,798.661499,-3.036882162,-985.7395576,-1594.989323,RufousLeggedOwl,15
2074,1,12.86874199,0,6.067773819,168.9429932,5.03796196,16.42617416,5.624608040,20.65078354,14.65516567,19.11364937,15.43359375,718.6259766,2.015027046,-970.7395576,-1594.989323,RufousLeggedOwl,15
2075,1,4.370584965,0,6.688436508,130.4509583,1.686208487,19.00284195,4.954623699,20.89195633,20.77119255,12.15449333,20.12922478,613.1031494,0.080782793,-955.7395576,-1594.989323,RufousLeggedOwl,15
2076,1,4.3004179,0,6.868557453,97.38748932,3.018821478,15.92252827,5.897985458,21.26636696,14.24714184,17.95904732,20.44037247,613.4628906,-3.00449872,-940.7395576,-1594.989323,RufousLeggedOwl,15
2077,0,13.57586288,0,4.769295692,80.26908875,8.170201302,4.53424263,11.979843140,25.37022209,11.26194668,14.48892307,24.06783295,1121.783081,2.522580385,-925.7395576,-1594.989323,RufousLeggedOwl,15
2078,0,159.7362976,0,7.323444366,486.4650574,0.421201557,2.126822233,3.425492287,35.25770569,22.81770706,5.713840008,13.21284962,283.9858093,1.097969055,-1180.739558,-1609.989323,RufousLeggedOwl,15
2079,1,146.4337463,0,6.566301346,486.0341797,2.790918589,2.512381077,2.715940237,30.52838707,13.03688431,16.94428825,19.97472954,450.0155334,2.579295158,-1165.739558,-1609.989323,RufousLeggedOwl,15
2080,0,127.29245,0,7.764652729,486.6945496,0.131867066,0.850052118,1.062802076,36.37471771,16.6174984,3.559031487,13.10157204,178.3444366,-0.314825654,-1150.739558,-1609.989323,RufousLeggedOwl,15
2081,0,120.7200775,0,6.595298767,485.1126404,0.409057945,0.188115969,3.605590582,41.43025208,19.83392715,6.548898697,22.46110916,464.6757813,1.100775123,-1135.739558,-1609.989323,RufousLeggedOwl,15
2082,0,101.2206192,0,7.952618599,491.1704102,0.069480479,0,2.165654421,37.35972214,17.41383743,4.545272827,18.40663147,198.2356873,-0.213619232,-1120.739558,-1609.989323,RufousLeggedOwl,15
2083,0,96.81931305,0,8.000440598,489.6225891,0.002911193,0.383155823,0.830501616,36.27113724,14.14844704,2.222486496,15.51711178,170.81987,0.055944711,-1105.739558,-1609.989323,RufousLeggedOwl,15
2084,0,66.55647278,0,7.314727783,470.2678833,0,0.396602988,0.098033905,27.40228081,16.79299164,0.696100116,7.148621559,213.2234192,1.990588427,-1090.739558,-1609.989323,RufousLeggedOwl,15
2085,0,65.18951416,0,7.240671158,450.2229309,0,0.968968928,1.295538306,42.50534058,32.88251495,1.183151484,9.239906311,344.7985535,-0.800095558,-1075.739558,-1609.989323,RufousLeggedOwl,15
2086,0,56.0664444,0,6.495144367,413.9803772,1.308250546,0.714338362,1.886803508,43.91213608,27.81147957,3.600637197,11.39141178,524.5777588,-0.484101534,-1060.739558,-1609.989323,RufousLeggedOwl,15
2087,0,49.49494171,0,5.176114082,364.4172058,2.148350239,4.079801559,2.469454288,30.85741425,21.61586952,11.18254089,8.861328125,767.9425049,-0.572280526,-1045.739558,-1609.989323,RufousLeggedOwl,15
2088,0,45.95715714,0,3.288173914,299.5548706,5.86683321,12.26299381,2.385995626,15.39177799,11.39367104,12.93901062,8.320765495,1120.706055,1.031544328,-1030.739558,-1609.989323,RufousLeggedOwl,15
2089,0,42.08144379,0,4.04213953,268.6539917,7.038705826,3.001536846,2.530700684,25.64745712,15.59766102,17.80951118,10.07608414,1023.243347,-0.577309787,-1015.739558,-1609.989323,RufousLeggedOwl,15
2090,0,34.6762886,0,3.375249624,220.0673218,11.54725361,2.226395607,2.886670828,20.52573967,11.64248562,21.57057953,15.09323025,1188.156006,5.013467789,-1000.739558,-1609.989323,RufousLeggedOwl,15
2091,1,25.40036774,0,4.425380707,186.0433197,7.858737946,5.307033062,5.881955624,28.1021843,15.56778812,16.96681404,15.73072052,1006.869751,0.386483282,-985.7395576,-1609.989323,RufousLeggedOwl,15
2092,1,15.46204281,0,4.244891644,147.8223877,9.665372849,2.827875137,6.398716450,22.21547699,11.58267307,19.07452965,18.23138428,1072.211792,-4.262202263,-970.7395576,-1609.989323,RufousLeggedOwl,15
2093,1,4.802345753,0,4.341832161,109.9200897,7.91677475,4.652043819,8.475825310,26.62737083,16.84145355,17.06258202,18.08347893,1094.751465,0.305647194,-955.7395576,-1609.989323,RufousLeggedOwl,15
2094,1,2.786693096,0,5.881832123,85.65579987,8.21042347,13.199687,5.830131054,19.49921227,8.310808182,15.15571976,29.33591843,813.6470337,-0.684348822,-940.7395576,-1609.989323,RufousLeggedOwl,15
2095,0,173.5220032,0,7.588622093,479.7338562,0.059168588,3.868434191,1.660023570,37.17573929,21.34168053,5.556851864,9.215274811,219.1109161,3.341208935,-1210.739558,-1624.989323,RufousLeggedOwl,15
2096,0,173.5220032,0,7.588622093,479.7338562,0.059168588,3.868434191,1.660023570,37.17573929,21.34168053,5.556851864,9.215274811,219.1109161,3.341208935,-1195.739558,-1624.989323,RufousLeggedOwl,15
2097,0,159.7362976,0,7.323444366,486.4650574,0.421201557,2.126822233,3.425492287,35.25770569,22.81770706,5.713840008,13.21284962,283.9858093,1.097969055,-1180.739558,-1624.989323,RufousLeggedOwl,15
2098,0,146.4337463,0,6.566301346,486.0341797,2.790918589,2.512381077,2.715940237,30.52838707,13.03688431,16.94428825,19.97472954,450.0155334,2.579295158,-1165.739558,-1624.989323,RufousLeggedOwl,15
2099,0,146.4337463,0,6.566301346,486.0341797,2.790918589,2.512381077,2.715940237,30.52838707,13.03688431,16.94428825,19.97472954,450.0155334,2.579295158,-1150.739558,-1624.989323,RufousLeggedOwl,15
2100,0,120.7200775,0,6.595298767,485.1126404,0.409057945,0.188115969,3.605590582,41.43025208,19.83392715,6.548898697,22.46110916,464.6757813,1.100775123,-1135.739558,-1624.989323,RufousLeggedOwl,15
2101,1,108.4188461,0,7.557426453,492.0045776,0.209063068,0,1.212019324,26.04478645,9.772994041,5.032851219,14.78416061,196.8404541,0.531132579,-1120.739558,-1624.989323,RufousLeggedOwl,15
2102,0,96.81931305,0,8.000440598,489.6225891,0.002911193,0.383155823,0.830501616,36.27113724,14.14844704,2.222486496,15.51711178,170.81987,0.055944711,-1105.739558,-1624.989323,RufousLeggedOwl,15
2103,0,96.81931305,0,8.000440598,489.6225891,0.002911193,0.383155823,0.830501616,36.27113724,14.14844704,2.222486496,15.51711178,170.81987,0.055944711,-1090.739558,-1624.989323,RufousLeggedOwl,15
2104,0,75.68204498,0,6.412583351,433.2626343,0.158867553,2.462594032,1.364591002,43.10880661,28.34353256,2.643247128,11.50030613,502.09198,2.093890905,-1075.739558,-1624.989323,RufousLeggedOwl,15
2105,0,65.85605621,0,7.146260262,417.6830444,0.285689533,1.888311625,2.401134729,44.63558197,29.41641235,2.751932621,9.906002045,358.7626953,-1.944857478,-1060.739558,-1624.989323,RufousLeggedOwl,15
2106,0,56.40563202,0,5.8595438,366.8276367,1.808776498,5.009802818,2.448234320,40.39850235,28.73554802,6.385813236,8.007452011,627.1016846,-1.509267569,-1045.739558,-1624.989323,RufousLeggedOwl,15
2107,0,45.186409,0,3.577674389,287.8989258,16.8110199,5.092340946,2.177933693,11.71526337,8.568133354,20.61322594,15.11889362,1107.131226,2.784230709,-1030.739558,-1624.989323,RufousLeggedOwl,15
2108,0,33.69407654,0,4.25153923,253.9964294,14.09356499,2.392575026,2.403166771,23.73028183,11.50900364,17.45017052,18.6486969,999.4009399,-0.661302507,-1015.739558,-1624.989323,RufousLeggedOwl,15
2109,1,22.70275497,0,4.518025398,215.4767151,7.176824093,3.342710495,3.669706583,32.09123993,14.33859062,15.19645977,18.02267838,967.6257324,-2.947165012,-1000.739558,-1624.989323,RufousLeggedOwl,15
2110,0,14.35901546,0,3.22701335,164.7874146,18.73213768,1.833490014,3.064174414,19.15884972,9.756529808,20.57569695,20.18972588,1272.270386,5.37886095,-985.7395576,-1624.989323,RufousLeggedOwl,15
2111,1,5.846611977,0,4.487318993,132.8311157,11.64871788,2.937331676,6.859220028,25.09632874,11.9225235,15.33275604,19.39686966,1046.512939,-1.196211934,-970.7395576,-1624.989323,RufousLeggedOwl,15
2112,1,4.324413776,0,2.956851244,107.7089462,24.33688927,1.50138247,3.870198965,11.63023376,6.057961464,24.91367722,25.75569916,1389.680664,3.728584766,-955.7395576,-1624.989323,RufousLeggedOwl,15
2113,0,2.786693096,0,5.881832123,85.65579987,8.21042347,13.199687,5.830131054,19.49921227,8.310808182,15.15571976,29.33591843,813.6470337,-0.684348822,-940.7395576,-1624.989323,RufousLeggedOwl,15
2114,0,178.8542023,0,7.509068966,488.9498291,0,1.811085582,1.232361078,30.98988914,21.66950035,2.654889107,6.325777054,213.9359589,-0.336117625,-1195.739558,-1639.989323,RufousLeggedOwl,15
2115,0,168.0580597,0,7.598796844,508.8222351,0.097248666,1.076066732,2.440932751,32.07978058,21.99688721,2.415395975,7.925231457,215.8751373,2.334629536,-1180.739558,-1639.989323,RufousLeggedOwl,15
2116,0,153.048233,0,7.074467182,501.8535461,0.395376951,0.392720968,1.462252736,41.5245285,17.85264015,6.310911179,19.87591553,353.2306519,-1.21048522,-1165.739558,-1639.989323,RufousLeggedOwl,15
2117,0,139.9891968,0,6.5925107,498.8771057,0.627633452,1.524476886,2.497587681,42.21277237,18.22714233,7.606361866,20.1595459,461.8399048,-0.256286442,-1150.739558,-1639.989323,RufousLeggedOwl,15
2118,0,126.7981186,0,6.597684383,494.4924927,0.350217313,0.378566742,3.524512291,38.30756378,17.14977455,8.79403019,23.14292526,454.2931213,-0.981378615,-1135.739558,-1639.989323,RufousLeggedOwl,15
2119,0,113.5290604,0,7.688678741,502.3537292,0.136814728,0.024933694,3.237166405,36.77774048,12.82901573,5.960816383,22.09217453,238.8020782,-2.706399441,-1120.739558,-1639.989323,RufousLeggedOwl,15
2120,0,96.38137054,0,7.340993404,495.065155,0,0.265671581,0.068526737,47.62996674,21.20421791,2.236859798,15.29606819,301.0690918,0.174948454,-1105.739558,-1639.989323,RufousLeggedOwl,15
2121,1,96.38137054,0,7.340993404,495.065155,0,0.265671581,0.068526737,47.62996674,21.20421791,2.236859798,15.29606819,301.0690918,0.174948454,-1090.739558,-1639.989323,RufousLeggedOwl,15
2122,0,67.99707794,0,6.82947731,434.3504944,0.808942378,1.77002573,1.972007394,35.23272705,15.60172653,7.804592609,12.48486233,362.4139099,-0.820635855,-1075.739558,-1639.989323,RufousLeggedOwl,15
2123,0,59.71681595,0,4.957676411,377.9927063,1.598163366,1.700579166,4.708644390,35.12927628,15.61903858,13.07521343,9.676362038,794.6580811,0.500156999,-1060.739558,-1639.989323,RufousLeggedOwl,15
2124,0,47.4411087,0,3.245617151,325.7300415,3.442652225,11.80928707,1.701110601,12.69210529,5.439321041,15.88153648,4.823054314,1125.77002,2.980978012,-1045.739558,-1639.989323,RufousLeggedOwl,15
2125,0,36.14538956,0,4.270400524,289.9375916,4.043118954,6.849909306,2.491541147,26.95663643,15.76590443,13.08522224,11.27923203,948.5908203,0.340766758,-1030.739558,-1639.989323,RufousLeggedOwl,15
2126,1,24.59634018,0,4.400013924,245.4638214,12.60564995,1.238921642,2.456611872,28.2450428,14.43260098,12.75660419,19.09873581,955.8303833,-1.491114259,-1015.739558,-1639.989323,RufousLeggedOwl,15
2127,0,12.75514412,0,3.723940134,200.1854858,12.30134773,0.938385665,4.604447365,25.49828529,12.57212639,15.6190176,19.1340332,1115.758301,-3.173918247,-1000.739558,-1639.989323,RufousLeggedOwl,15
2128,1,4.063440323,0,5.296407223,163.6022186,5.898351669,3.158941507,5.757465363,29.14282417,15.51982403,14.95752716,17.01688194,826.5750122,-3.420691729,-985.7395576,-1639.989323,RufousLeggedOwl,15
2129,1,3.434489727,0,5.456275463,123.5880814,8.056325912,3.320513248,7.726319790,22.68030167,14.23189449,19.48943901,14.75455952,841.6755371,2.274413824,-970.7395576,-1639.989323,RufousLeggedOwl,15
2130,0,4.324413776,0,2.956851244,107.7089462,24.33688927,1.50138247,3.870198965,11.63023376,6.057961464,24.91367722,25.75569916,1389.680664,3.728584766,-955.7395576,-1639.989323,RufousLeggedOwl,15
2131,0,181.8284149,0,7.937606335,511.4853821,0.169785291,1.719162703,2.138172626,34.66531372,25.9890728,2.586747408,9.200331688,181.4479065,-3.988696337,-1195.739558,-1654.989323,RufousLeggedOwl,15
2132,0,168.0580597,0,7.598796844,508.8222351,0.097248666,1.076066732,2.440932751,32.07978058,21.99688721,2.415395975,7.925231457,215.8751373,2.334629536,-1180.739558,-1654.989323,RufousLeggedOwl,15
2133,0,153.8573608,0,7.141261578,514.1409302,0.215038568,0.301327109,3.784907818,45.53533554,28.07723808,2.641705275,17.0442791,351.5217285,-1.629902124,-1165.739558,-1654.989323,RufousLeggedOwl,15
2134,0,139.4545441,0,7.331077576,517.2752686,0.063918173,0.615725756,3.218454599,42.85523987,19.95508194,4.912353516,16.10502052,302.0139771,-2.122196436,-1150.739558,-1654.989323,RufousLeggedOwl,15
2135,0,125.086586,0,6.608987331,505.0316467,0.295511603,1.158063769,4.541908264,41.17662048,19.92782974,6.029289246,21.90459061,462.5259094,4.895422935,-1135.739558,-1654.989323,RufousLeggedOwl,15
2136,0,110.8443985,0,7.722421646,512.6395264,0.052053846,0.265858054,4.527753353,47.67101288,19.71350098,2.86884141,16.28378868,237.022049,1.109169841,-1120.739558,-1654.989323,RufousLeggedOwl,15
2137,0,96.38137054,0,7.340993404,495.065155,0,0.265671581,0.068526737,47.62996674,21.20421791,2.236859798,15.29606819,301.0690918,0.174948454,-1105.739558,-1654.989323,RufousLeggedOwl,15
2138,0,80.54963684,0,7.310528755,478.9945984,1.076999187,0.299816579,0.441546023,34.57499695,15.61856651,6.775383949,7.953073025,270.704834,0.991245031,-1090.739558,-1654.989323,RufousLeggedOwl,15
2139,0,67.99707794,0,6.82947731,434.3504944,0.808942378,1.77002573,1.972007394,35.23272705,15.60172653,7.804592609,12.48486233,362.4139099,-0.820635855,-1075.739558,-1654.989323,RufousLeggedOwl,15
2140,1,53.85424423,1,6.342122078,389.1153259,1.093173862,1.970005989,2.222772360,42.69013596,21.22580147,9.399981499,15.35512733,527.9938354,-0.482773572,-1060.739558,-1654.989323,RufousLeggedOwl,15
2141,0,40.06246185,0,5.064796925,327.1014099,3.018294573,0.901964188,3.686022520,39.19778442,17.30365562,10.92224407,20.96029854,797.0457153,3.25411272,-1045.739558,-1654.989323,RufousLeggedOwl,15
2142,0,26.88680649,0,4.13106823,277.5509033,5.442735672,1.75455296,3.758437157,30.17384529,14.11224842,17.96304703,14.09257793,983.1654053,-2.871236801,-1030.739558,-1654.989323,RufousLeggedOwl,15
2143,1,15.06492805,0,5.290534019,241.9172974,5.214268208,3.384730339,5.760844231,33.64860153,17.94177246,13.83359718,16.94185066,773.2639771,0.18423453,-1015.739558,-1654.989323,RufousLeggedOwl,15
2144,0,4.861288548,0,2.852700949,189.1538696,17.60316086,0.622393906,3.340699673,21.56982613,7.866654396,16.19006157,22.03297424,1292.306152,3.507819414,-1000.739558,-1654.989323,RufousLeggedOwl,15
2145,0,7.640543461,0,2.50868845,148.7493439,29.12646675,0.468146205,1.935834169,14.91449547,5.819368362,17.79076576,25.3699131,1415.206421,-1.736644149,-985.7395576,-1654.989323,RufousLeggedOwl,15
2146,0,10.79832458,0,2.084644556,114.5997162,36.8421402,0.744003773,1.444730639,10.87007809,3.393076658,16.8410244,26.03260994,1542.936279,3.795042038,-970.7395576,-1654.989323,RufousLeggedOwl,15
2147,0,2.587591171,0,7.881580353,72.87937927,8.812724113,0.332446128,0.132078648,8.873330116,1.641729951,10.93026257,12.25520229,407.0237732,-6.977686405,-955.7395576,-1654.989323,RufousLeggedOwl,15
2148,0,3.578177691,0,7.960975647,49.13163757,13.23437309,1.380170941,2.416565895,14.12287045,0.618552387,14.78217411,23.71497536,430.1022339,-2.464108944,-940.7395576,-1654.989323,RufousLeggedOwl,15
2149,0,195.1377411,0,8.368073463,505.559967,0,1.097475529,2.413140535,38.11565399,27.68162537,2.599051714,7.010434151,119.9886703,-0.336062044,-1210.739558,-1669.989323,RufousLeggedOwl,15
2150,0,181.8284149,0,7.937606335,511.4853821,0.169785291,1.719162703,2.138172626,34.66531372,25.9890728,2.586747408,9.200331688,181.4479065,-3.988696337,-1195.739558,-1669.989323,RufousLeggedOwl,15
2151,0,167.4537964,0,7.178326607,524.2164917,0.492812902,3.221990347,4.035962582,39.59667587,28.36338806,4.513304234,14.23308754,351.7385254,-1.309619308,-1180.739558,-1669.989323,RufousLeggedOwl,15
2152,0,153.0033264,0,7.016121864,530.1156616,0.619632244,3.031034708,3.280677319,42.60257721,22.86847878,4.599895477,15.87985897,385.1911926,-0.552133441,-1165.739558,-1669.989323,RufousLeggedOwl,15
2153,0,138.5561371,0,7.365066051,531.9091187,0.011796246,0.664848626,2.070862293,37.70899963,18.10367584,5.253286839,15.1063118,310.2572327,1.161932707,-1150.739558,-1669.989323,RufousLeggedOwl,15
2154,0,124.1126633,0,7.33282423,527.9147949,0.324345767,0.854309261,1.294934154,44.21526718,11.66349697,3.608955622,22.87146759,329.8439331,-1.383994937,-1135.739558,-1669.989323,RufousLeggedOwl,15
2155,0,109.6736145,0,7.916006088,528.9456787,0.021635981,0.043938413,0.495207787,52.32158279,21.12960052,1.278650641,21.8235817,196.9331665,-0.222765058,-1120.739558,-1669.989323,RufousLeggedOwl,15
2156,0,95.46996307,0,7.815396786,515.6061401,0,0.143892378,0.107290469,50.49610519,30.15522766,1.349574566,14.18375874,216.6776733,3.725916386,-1105.739558,-1669.989323,RufousLeggedOwl,15
