"site","dummy","distRoad","occ","temp","precp","barren","crop","decBroad","mixed","evBroad","herb","shrub","elev","tpi","tri","X","Y","species","resolution"
23,1,5.82550477981567,0,5.9064621925354,116.361236572266,36.4305801391602,0.0603297837078571,0,3.81913495063782,0,9.37136840820312,49.9862899780273,4264.08642578125,0.330769717693329,144.014022827148,-585.73955761392,840.01067695222,"AustralPygmyOwl",25
24,1,3.92080545425415,0,15.4307956695557,0.0383586771786213,56.6054496765137,0,0,0.140979081392288,0.161718979477882,1.50183117389679,15.0856351852417,1057.02001953125,0.149195402860641,76.7175140380859,-1010.73955761392,815.01067695222,"AustralPygmyOwl",25
25,1,3.92080545425415,0,15.4307956695557,0.0383586771786213,56.6054496765137,0,0,0.140979081392288,0.161718979477882,1.50183117389679,15.0856351852417,1057.02001953125,0.149195402860641,76.7175140380859,-985.73955761392,815.01067695222,"AustralPygmyOwl",25
26,0,8.78598213195801,0,3.98375558853149,108.36466217041,44.7904434204102,0.0181128438562155,0.0166424084454775,4.22903871536255,0.00683984579518437,10.4022560119629,39.1913909912109,4574.84521484375,3.16773176193237,161.393920898438,-635.73955761392,815.01067695222,"AustralPygmyOwl",25
27,0,8.78598213195801,0,3.98375558853149,108.36466217041,44.7904434204102,0.0181128438562155,0.0166424084454775,4.22903871536255,0.00683984579518437,10.4022560119629,39.1913909912109,4574.84521484375,3.16773176193237,161.393920898438,-610.73955761392,815.01067695222,"AustralPygmyOwl",25
28,0,3.48840737342834,0,11.8731985092163,102.317459106445,25.4764842987061,0.899869740009308,0,7.74332141876221,0,4.41053915023804,61.4641456604004,2985.23168945312,-3.06253147125244,86.6707458496094,-585.73955761392,815.01067695222,"AustralPygmyOwl",25
29,0,3.48840737342834,0,11.8731985092163,102.317459106445,25.4764842987061,0.899869740009308,0,7.74332141876221,0,4.41053915023804,61.4641456604004,2985.23168945312,-3.06253147125244,86.6707458496094,-560.73955761392,815.01067695222,"AustralPygmyOwl",25
30,1,3.92080545425415,0,15.4307956695557,0.0383586771786213,56.6054496765137,0,0,0.140979081392288,0.161718979477882,1.50183117389679,15.0856351852417,1057.02001953125,0.149195402860641,76.7175140380859,-1010.73955761392,790.01067695222,"AustralPygmyOwl",25
31,1,1.97627305984497,0,15.7048492431641,0.0542418025434017,82.4217758178711,0,0,0.772542834281921,0,0.449116796255112,15.930272102356,1467.29248046875,2.11614418029785,77.2332992553711,-985.73955761392,790.01067695222,"AustralPygmyOwl",25
32,0,5.05596733093262,0,3.88212656974792,90.8302459716797,63.1099014282227,0.0171131789684296,0,3.09638118743896,0,10.9735479354858,22.8315296173096,4590.73046875,1.97513508796692,112.219566345215,-660.73955761392,790.01067695222,"AustralPygmyOwl",25
33,0,5.05596733093262,0,3.88212656974792,90.8302459716797,63.1099014282227,0.0171131789684296,0,3.09638118743896,0,10.9735479354858,22.8315296173096,4590.73046875,1.97513508796692,112.219566345215,-635.73955761392,790.01067695222,"AustralPygmyOwl",25
34,0,4.1069540977478,0,12.9838790893555,117.541366577148,27.0478363037109,2.91775226593018,0,8.26128673553467,0,1.51519727706909,60.2026443481445,2710.50073242188,-1.75370919704437,71.9059677124023,-610.73955761392,790.01067695222,"AustralPygmyOwl",25
35,1,4.1069540977478,0,12.9838790893555,117.541366577148,27.0478363037109,2.91775226593018,0,8.26128673553467,0,1.51519727706909,60.2026443481445,2710.50073242188,-1.75370919704437,71.9059677124023,-585.73955761392,790.01067695222,"AustralPygmyOwl",25
36,1,4.17684745788574,0,11.7831344604492,136.995315551758,19.6926937103271,2.18740677833557,0.414872854948044,8.02824211120605,0.912565052509308,5.36216735839844,63.4371948242188,2934.32202148438,-0.881184697151184,80.5605926513672,-560.73955761392,790.01067695222,"AustralPygmyOwl",25
37,1,1.97627305984497,0,15.7048492431641,0.0542418025434017,82.4217758178711,0,0,0.772542834281921,0,0.449116796255112,15.930272102356,1467.29248046875,2.11614418029785,77.2332992553711,-1010.73955761392,765.01067695222,"AustralPygmyOwl",25
38,1,1.97627305984497,0,15.7048492431641,0.0542418025434017,82.4217758178711,0,0,0.772542834281921,0,0.449116796255112,15.930272102356,1467.29248046875,2.11614418029785,77.2332992553711,-985.73955761392,765.01067695222,"AustralPygmyOwl",25
39,0,2.63550138473511,0,9.53419399261475,9.02809715270996,95.2974243164062,0,0,0.769109308719635,0,0.00904087070375681,3.9278028011322,3354.55395507812,-0.470267236232758,38.0769577026367,-910.73955761392,765.01067695222,"AustralPygmyOwl",25
40,0,2.63550138473511,0,9.53419399261475,9.02809715270996,95.2974243164062,0,0,0.769109308719635,0,0.00904087070375681,3.9278028011322,3354.55395507812,-0.470267236232758,38.0769577026367,-885.73955761392,765.01067695222,"AustralPygmyOwl",25
41,0,4.15683650970459,0,7.34553337097168,51.0117034912109,87.1699447631836,0.0496769100427628,0,0.185257464647293,0.00902498047798872,0.00867132097482681,11.2247695922852,3942.97485351562,-1.96988189220428,78.0528793334961,-710.73955761392,765.01067695222,"AustralPygmyOwl",25
42,0,4.15683650970459,0,7.34553337097168,51.0117034912109,87.1699447631836,0.0496769100427628,0,0.185257464647293,0.00902498047798872,0.00867132097482681,11.2247695922852,3942.97485351562,-1.96988189220428,78.0528793334961,-685.73955761392,765.01067695222,"AustralPygmyOwl",25
43,0,5.05596733093262,0,3.88212656974792,90.8302459716797,63.1099014282227,0.0171131789684296,0,3.09638118743896,0,10.9735479354858,22.8315296173096,4590.73046875,1.97513508796692,112.219566345215,-660.73955761392,765.01067695222,"AustralPygmyOwl",25
44,0,5.05596733093262,0,3.88212656974792,90.8302459716797,63.1099014282227,0.0171131789684296,0,3.09638118743896,0,10.9735479354858,22.8315296173096,4590.73046875,1.97513508796692,112.219566345215,-635.73955761392,765.01067695222,"AustralPygmyOwl",25
45,1,4.4243049621582,0,12.0773410797119,97.0940322875977,21.3281993865967,1.97583901882172,0,9.61233806610107,0.0549626722931862,7.46139240264893,59.5240821838379,2905.62841796875,-2.73856663703918,128.965881347656,-610.73955761392,765.01067695222,"AustralPygmyOwl",25
46,1,8.04270076751709,0,13.2579412460327,118.121231079102,23.9961166381836,1.37281668186188,0,8.92130374908447,0,0.469906508922577,65.243782043457,2640.2646484375,0.138504818081856,53.6994552612305,-585.73955761392,765.01067695222,"AustralPygmyOwl",25
47,1,4.17684745788574,0,11.7831344604492,136.995315551758,19.6926937103271,2.18740677833557,0.414872854948044,8.02824211120605,0.912565052509308,5.36216735839844,63.4371948242188,2934.32202148438,-0.881184697151184,80.5605926513672,-560.73955761392,765.01067695222,"AustralPygmyOwl",25
48,0,4.17684745788574,0,11.7831344604492,136.995315551758,19.6926937103271,2.18740677833557,0.414872854948044,8.02824211120605,0.912565052509308,5.36216735839844,63.4371948242188,2934.32202148438,-0.881184697151184,80.5605926513672,-535.73955761392,765.01067695222,"AustralPygmyOwl",25
49,1,2.10113382339478,0,16.4077205657959,0.0350134819746017,76.7557067871094,0,0,0.403681069612503,0,0.414730668067932,20.4433078765869,1012.17004394531,-0.0246274992823601,79.9170532226562,-1010.73955761392,740.01067695222,"AustralPygmyOwl",25
50,1,2.10113382339478,0,16.4077205657959,0.0350134819746017,76.7557067871094,0,0,0.403681069612503,0,0.414730668067932,20.4433078765869,1012.17004394531,-0.0246274992823601,79.9170532226562,-985.73955761392,740.01067695222,"AustralPygmyOwl",25
51,0,2.63550138473511,0,9.53419399261475,9.02809715270996,95.2974243164062,0,0,0.769109308719635,0,0.00904087070375681,3.9278028011322,3354.55395507812,-0.470267236232758,38.0769577026367,-910.73955761392,740.01067695222,"AustralPygmyOwl",25
52,0,2.63550138473511,0,9.53419399261475,9.02809715270996,95.2974243164062,0,0,0.769109308719635,0,0.00904087070375681,3.9278028011322,3354.55395507812,-0.470267236232758,38.0769577026367,-885.73955761392,740.01067695222,"AustralPygmyOwl",25
53,0,4.15683650970459,0,7.34553337097168,51.0117034912109,87.1699447631836,0.0496769100427628,0,0.185257464647293,0.00902498047798872,0.00867132097482681,11.2247695922852,3942.97485351562,-1.96988189220428,78.0528793334961,-710.73955761392,740.01067695222,"AustralPygmyOwl",25
54,0,4.15683650970459,0,7.34553337097168,51.0117034912109,87.1699447631836,0.0496769100427628,0,0.185257464647293,0.00902498047798872,0.00867132097482681,11.2247695922852,3942.97485351562,-1.96988189220428,78.0528793334961,-685.73955761392,740.01067695222,"AustralPygmyOwl",25
55,0,13.2963953018188,0,3.58774876594543,80.4303436279297,95.8491973876953,0,0,0.164025366306305,0,1.06596851348877,2.90219521522522,4604.46142578125,0.47629651427269,65.7898864746094,-660.73955761392,740.01067695222,"AustralPygmyOwl",25
56,0,4.4243049621582,0,12.0773410797119,97.0940322875977,21.3281993865967,1.97583901882172,0,9.61233806610107,0.0549626722931862,7.46139240264893,59.5240821838379,2905.62841796875,-2.73856663703918,128.965881347656,-635.73955761392,740.01067695222,"AustralPygmyOwl",25
57,1,7.26523447036743,0,14.6139373779297,108.013549804688,47.0559463500977,2.11099481582642,0,6.03683996200562,0,0.137680366635323,44.6447448730469,2317.20483398438,-1.41130805015564,55.9353332519531,-610.73955761392,740.01067695222,"AustralPygmyOwl",25
58,1,7.26523447036743,0,14.6139373779297,108.013549804688,47.0559463500977,2.11099481582642,0,6.03683996200562,0,0.137680366635323,44.6447448730469,2317.20483398438,-1.41130805015564,55.9353332519531,-585.73955761392,740.01067695222,"AustralPygmyOwl",25
59,1,7.21781778335571,0,13.2701005935669,133.159072875977,33.0661506652832,0.534246146678925,0.0616785250604153,6.78080081939697,0.178487911820412,3.66000008583069,55.7100448608398,2590.9833984375,0.753770053386688,79.3971633911133,-560.73955761392,740.01067695222,"AustralPygmyOwl",25
60,0,4.82043838500977,0,15.4732713699341,160.63883972168,11.058575630188,10.6352300643921,3.84813714027405,4.7917103767395,4.74886655807495,16.5925445556641,48.155818939209,1976.81848144531,-0.743824303150177,111.559020996094,-535.73955761392,740.01067695222,"AustralPygmyOwl",25
61,1,4.57072496414185,0,17.1076507568359,0.0613529570400715,70.4914474487305,0.0144956121221185,0,0.0950427129864693,0.0783515423536301,0.309214174747467,12.3435401916504,258.393646240234,-1.06700265407562,30.6649990081787,-1010.73955761392,715.01067695222,"AustralPygmyOwl",25
62,1,2.87586164474487,0,16.5263938903809,0,87.9197845458984,0,0,0.0623542927205563,0,0.03603420779109,11.9595766067505,908.485290527344,0.778362095355988,53.0192413330078,-985.73955761392,715.01067695222,"AustralPygmyOwl",25
63,0,2.53791856765747,0,13.7908067703247,2.38238382339478,89.8120269775391,0,0,0.0671000182628632,0,0,10.131031036377,2483.33618164062,0.0378850996494293,34.1683311462402,-910.73955761392,715.01067695222,"AustralPygmyOwl",25
64,0,3.38262701034546,0,9.72589302062988,9.05086708068848,84.637077331543,0,0,2.10960173606873,0,0.100030019879341,13.1411952972412,3335.22143554688,0.125819653272629,39.7839622497559,-885.73955761392,715.01067695222,"AustralPygmyOwl",25
65,0,5.73147296905518,0,4.3311824798584,60.0111541748047,82.2889022827148,0.0409166067838669,0,1.2653135061264,0,0.972955048084259,15.3642930984497,4501.76025390625,2.95014190673828,92.7279968261719,-735.73955761392,715.01067695222,"AustralPygmyOwl",25
66,1,5.73147296905518,0,4.3311824798584,60.0111541748047,82.2889022827148,0.0409166067838669,0,1.2653135061264,0,0.972955048084259,15.3642930984497,4501.76025390625,2.95014190673828,92.7279968261719,-710.73955761392,715.01067695222,"AustralPygmyOwl",25
67,0,13.2963953018188,0,3.58774876594543,80.4303436279297,95.8491973876953,0,0,0.164025366306305,0,1.06596851348877,2.90219521522522,4604.46142578125,0.47629651427269,65.7898864746094,-685.73955761392,715.01067695222,"AustralPygmyOwl",25
68,0,13.2963953018188,0,3.58774876594543,80.4303436279297,95.8491973876953,0,0,0.164025366306305,0,1.06596851348877,2.90219521522522,4604.46142578125,0.47629651427269,65.7898864746094,-660.73955761392,715.01067695222,"AustralPygmyOwl",25
69,0,3.83058857917786,0,3.95326566696167,94.5701751708984,82.4758834838867,0.0745895951986313,0,1.36207294464111,0,3.38795018196106,12.6902770996094,4519.5146484375,1.29290926456451,59.8540077209473,-635.73955761392,715.01067695222,"AustralPygmyOwl",25
70,0,5.63436412811279,0,14.4008626937866,102.084121704102,47.2386817932129,0.58207905292511,0,5.09251260757446,0,0.797614336013794,46.2912788391113,2342.4736328125,-0.835402846336365,85.4678955078125,-610.73955761392,715.01067695222,"AustralPygmyOwl",25
71,1,5.63436412811279,0,14.4008626937866,102.084121704102,47.2386817932129,0.58207905292511,0,5.09251260757446,0,0.797614336013794,46.2912788391113,2342.4736328125,-0.835402846336365,85.4678955078125,-585.73955761392,715.01067695222,"AustralPygmyOwl",25
72,1,6.32536458969116,0,15.1752347946167,127.169273376465,32.2489471435547,0.658277750015259,0.000529327779076993,4.15644693374634,0.05683533847332,1.95025169849396,60.9391822814941,2167.6328125,1.12539184093475,83.7258911132812,-560.73955761392,715.01067695222,"AustralPygmyOwl",25
73,1,4.82043838500977,0,15.4732713699341,160.63883972168,11.058575630188,10.6352300643921,3.84813714027405,4.7917103767395,4.74886655807495,16.5925445556641,48.155818939209,1976.81848144531,-0.743824303150177,111.559020996094,-535.73955761392,715.01067695222,"AustralPygmyOwl",25
74,0,4.23905897140503,0,16.5700950622559,0.0245002210140228,79.3489761352539,0,0,0.156246900558472,0.159533187747002,0.62794154882431,9.58314323425293,441.928192138672,0.703006386756897,48.9696960449219,-1010.73955761392,690.01067695222,"AustralPygmyOwl",25
75,1,2.5666618347168,0,16.5412216186523,0,90.2775573730469,0,0,0.0769073739647865,0,0.00125122850295156,9.64957332611084,853.633728027344,-0.207920059561729,34.2399940490723,-985.73955761392,690.01067695222,"AustralPygmyOwl",25
76,0,3.0185375213623,0,14.3689384460449,1.72285294532776,93.7194595336914,0,0,0.582982778549194,0,0.00785681139677763,5.69210195541382,2289.85791015625,-0.241381376981735,42.6491317749023,-935.73955761392,690.01067695222,"AustralPygmyOwl",25
77,0,3.0185375213623,0,14.3689384460449,1.72285294532776,93.7194595336914,0,0,0.582982778549194,0,0.00785681139677763,5.69210195541382,2289.85791015625,-0.241381376981735,42.6491317749023,-910.73955761392,690.01067695222,"AustralPygmyOwl",25
78,0,3.04050946235657,0,10.1227970123291,8.9162769317627,91.8212509155273,0,0,1.25081670284271,0,0.0314445123076439,6.88462352752686,3239.49926757812,-0.537790298461914,54.4672317504883,-885.73955761392,690.01067695222,"AustralPygmyOwl",25
79,0,6.41592025756836,0,5.75079536437988,49.7358093261719,89.1963653564453,0,0,0.0491667501628399,0,0,10.762921333313,4190.09130859375,2.50285458564758,79.6707153320312,-735.73955761392,690.01067695222,"AustralPygmyOwl",25
80,0,5.73147296905518,0,4.3311824798584,60.0111541748047,82.2889022827148,0.0409166067838669,0,1.2653135061264,0,0.972955048084259,15.3642930984497,4501.76025390625,2.95014190673828,92.7279968261719,-710.73955761392,690.01067695222,"AustralPygmyOwl",25
81,1,9.67615604400635,0,4.51177215576172,68.2412948608398,88.9347305297852,0.0273902360349894,0,0.939886569976807,0,0.90514874458313,9.05112266540527,4443.67626953125,0.971022248268127,69.8675155639648,-685.73955761392,690.01067695222,"AustralPygmyOwl",25
82,1,10.6095266342163,0,1.59637904167175,87.2542877197266,95.9502410888672,0.0757715031504631,0,0.129184365272522,0,1.94696962833405,1.70302593708038,4940.5732421875,0.476590722799301,75.4929809570312,-660.73955761392,690.01067695222,"AustralPygmyOwl",25
83,0,3.83058857917786,0,3.95326566696167,94.5701751708984,82.4758834838867,0.0745895951986313,0,1.36207294464111,0,3.38795018196106,12.6902770996094,4519.5146484375,1.29290926456451,59.8540077209473,-635.73955761392,690.01067695222,"AustralPygmyOwl",25
84,1,5.63436412811279,0,14.4008626937866,102.084121704102,47.2386817932129,0.58207905292511,0,5.09251260757446,0,0.797614336013794,46.2912788391113,2342.4736328125,-0.835402846336365,85.4678955078125,-585.73955761392,690.01067695222,"AustralPygmyOwl",25
85,1,3.6922779083252,0,16.5658016204834,127.746551513672,24.6598091125488,5.77915096282959,0.261761367321014,7.31572103500366,0.0846026763319969,3.38807225227356,57.9856834411621,1774.6201171875,-2.40224933624268,55.0022010803223,-560.73955761392,690.01067695222,"AustralPygmyOwl",25
86,1,4.82043838500977,0,15.4732713699341,160.63883972168,11.058575630188,10.6352300643921,3.84813714027405,4.7917103767395,4.74886655807495,16.5925445556641,48.155818939209,1976.81848144531,-0.743824303150177,111.559020996094,-535.73955761392,690.01067695222,"AustralPygmyOwl",25
87,1,4.23905897140503,0,16.5700950622559,0.0245002210140228,79.3489761352539,0,0,0.156246900558472,0.159533187747002,0.62794154882431,9.58314323425293,441.928192138672,0.703006386756897,48.9696960449219,-1010.73955761392,665.01067695222,"AustralPygmyOwl",25
88,0,2.38007140159607,0,16.5158882141113,0,88.5575561523438,0,0,0.0602663643658161,0,0.00257900985889137,11.3834762573242,720.636352539062,0.0516676716506481,37.140941619873,-985.73955761392,665.01067695222,"AustralPygmyOwl",25
89,1,6.16442680358887,0,14.5028657913208,1.40666747093201,92.8582763671875,0,0,0.932351052761078,0,0.000402424309868366,6.21526908874512,2152.98681640625,-0.690394937992096,42.0593528747559,-935.73955761392,665.01067695222,"AustralPygmyOwl",25
90,0,6.16442680358887,0,14.5028657913208,1.40666747093201,92.8582763671875,0,0,0.932351052761078,0,0.000402424309868366,6.21526908874512,2152.98681640625,-0.690394937992096,42.0593528747559,-910.73955761392,665.01067695222,"AustralPygmyOwl",25
91,0,7.1872034072876,0,9.49436855316162,10.2360486984253,89.7063217163086,0,0,0.314525276422501,0,0.0130366859957576,9.9665060043335,3339.20190429688,0.515486359596252,70.0339279174805,-885.73955761392,665.01067695222,"AustralPygmyOwl",25
92,0,7.1872034072876,0,9.49436855316162,10.2360486984253,89.7063217163086,0,0,0.314525276422501,0,0.0130366859957576,9.9665060043335,3339.20190429688,0.515486359596252,70.0339279174805,-860.73955761392,665.01067695222,"AustralPygmyOwl",25
93,0,6.41592025756836,0,5.75079536437988,49.7358093261719,89.1963653564453,0,0,0.0491667501628399,0,0,10.762921333313,4190.09130859375,2.50285458564758,79.6707153320312,-735.73955761392,665.01067695222,"AustralPygmyOwl",25
94,0,6.41592025756836,0,5.75079536437988,49.7358093261719,89.1963653564453,0,0,0.0491667501628399,0,0,10.762921333313,4190.09130859375,2.50285458564758,79.6707153320312,-710.73955761392,665.01067695222,"AustralPygmyOwl",25
95,0,3.88883280754089,0,3.58712148666382,83.2824096679688,94.3395690917969,0.0134813413023949,0,0.348553627729416,0,0.86702173948288,4.29931020736694,4573.642578125,-0.345327615737915,52.1896934509277,-685.73955761392,665.01067695222,"AustralPygmyOwl",25
96,1,3.88883280754089,0,3.58712148666382,83.2824096679688,94.3395690917969,0.0134813413023949,0,0.348553627729416,0,0.86702173948288,4.29931020736694,4573.642578125,-0.345327615737915,52.1896934509277,-660.73955761392,665.01067695222,"AustralPygmyOwl",25
97,0,7.21512699127197,0,3.86309242248535,95.9983673095703,59.8388214111328,0.128385052084923,0,3.28597378730774,0,3.25559902191162,33.4547424316406,4526.296875,0.656793832778931,57.0605621337891,-635.73955761392,665.01067695222,"AustralPygmyOwl",25
98,0,7.21512699127197,0,3.86309242248535,95.9983673095703,59.8388214111328,0.128385052084923,0,3.28597378730774,0,3.25559902191162,33.4547424316406,4526.296875,0.656793832778931,57.0605621337891,-610.73955761392,665.01067695222,"AustralPygmyOwl",25
99,0,3.14514088630676,0,15.5770826339722,132.940826416016,23.7302589416504,1.30834650993347,0.109758496284485,7.19530725479126,0.0359582602977753,6.75293445587158,60.7965507507324,2020.03430175781,-1.46399211883545,83.1913070678711,-585.73955761392,665.01067695222,"AustralPygmyOwl",25
100,1,3.14514088630676,0,15.5770826339722,132.940826416016,23.7302589416504,1.30834650993347,0.109758496284485,7.19530725479126,0.0359582602977753,6.75293445587158,60.7965507507324,2020.03430175781,-1.46399211883545,83.1913070678711,-560.73955761392,665.01067695222,"AustralPygmyOwl",25
101,0,3.14514088630676,0,15.5770826339722,132.940826416016,23.7302589416504,1.30834650993347,0.109758496284485,7.19530725479126,0.0359582602977753,6.75293445587158,60.7965507507324,2020.03430175781,-1.46399211883545,83.1913070678711,-535.73955761392,665.01067695222,"AustralPygmyOwl",25
102,1,2.59287977218628,0,16.5494022369385,0.330731928348541,74.0667190551758,0,0,0.485172003507614,0.195756047964096,0.409912467002869,10.1827201843262,298.180725097656,-0.309318274259567,29.7166728973389,-1010.73955761392,640.01067695222,"AustralPygmyOwl",25
103,0,2.31891822814941,0,16.0535278320312,0,93.5137786865234,0,0,0,0,0,6.49206876754761,741.331604003906,0.432451486587524,39.8836669921875,-985.73955761392,640.01067695222,"AustralPygmyOwl",25
104,1,2.74713015556335,0,15.9669485092163,0.00014157967234496,95.8323440551758,0,0,0.0372754633426666,0,0.133423179388046,3.91609907150269,1285.1953125,-0.266185700893402,23.5952892303467,-960.73955761392,640.01067695222,"AustralPygmyOwl",25
105,1,2.74713015556335,0,15.9669485092163,0.00014157967234496,95.8323440551758,0,0,0.0372754633426666,0,0.133423179388046,3.91609907150269,1285.1953125,-0.266185700893402,23.5952892303467,-935.73955761392,640.01067695222,"AustralPygmyOwl",25
106,1,2.46562075614929,0,13.7306222915649,2.25446200370789,93.7751312255859,0,0,0,0,0.0136344479396939,5.90621614456177,2267.15356445312,0.875566363334656,60.2400207519531,-910.73955761392,640.01067695222,"AustralPygmyOwl",25
107,1,2.76143932342529,0,10.021185874939,9.82761764526367,95.6759567260742,0,0,0.308673620223999,0,0.0161238349974155,2.36821889877319,3212.71533203125,0.881673693656921,69.8459701538086,-885.73955761392,640.01067695222,"AustralPygmyOwl",25
108,0,2.76143932342529,0,10.021185874939,9.82761764526367,95.6759567260742,0,0,0.308673620223999,0,0.0161238349974155,2.36821889877319,3212.71533203125,0.881673693656921,69.8459701538086,-860.73955761392,640.01067695222,"AustralPygmyOwl",25
109,0,3.25771975517273,0,6.53975439071655,49.748218536377,90.7166137695312,0,0,0.0767961665987968,0,0,9.21056938171387,4008.15380859375,-1.33957529067993,86.3132247924805,-760.73955761392,640.01067695222,"AustralPygmyOwl",25
110,0,3.25771975517273,0,6.53975439071655,49.748218536377,90.7166137695312,0,0,0.0767961665987968,0,0,9.21056938171387,4008.15380859375,-1.33957529067993,86.3132247924805,-735.73955761392,640.01067695222,"AustralPygmyOwl",25
