"site","dummy","distRoad","occ","temp","precp","crop","evBroad","herb","shrub","tpi","tri","X","Y","species","resolution"
85,1,2.87288498878479,0,15.9923658370972,27.2338390350342,3.36788415908813,2.58060693740845,10.6504783630371,38.3398361206055,-2.38101387023926,94.2989959716797,-938.23955761392,-1732.48932304778,"StriatedCaracara",10
86,0,112.406799316406,0,13.641206741333,8.5507755279541,1.70098388195038,27.7099056243896,6.51170587539673,6.22640085220337,6.34387302398682,70.4283676147461,-1148.23955761392,-1742.48932304778,"StriatedCaracara",10
87,0,112.406799316406,0,13.641206741333,8.5507755279541,1.70098388195038,27.7099056243896,6.51170587539673,6.22640085220337,6.34387302398682,70.4283676147461,-1138.23955761392,-1742.48932304778,"StriatedCaracara",10
88,0,96.8412322998047,0,15.2561149597168,8.50167751312256,0.275816738605499,21.8188877105713,2.52079963684082,12.701189994812,2.71697664260864,63.4026260375977,-1128.23955761392,-1742.48932304778,"StriatedCaracara",10
89,0,96.8412322998047,0,15.2561149597168,8.50167751312256,0.275816738605499,21.8188877105713,2.52079963684082,12.701189994812,2.71697664260864,63.4026260375977,-1118.23955761392,-1742.48932304778,"StriatedCaracara",10
90,0,88.6621322631836,0,15.0295629501343,8.77862071990967,1.28182399272919,16.1897163391113,13.7552862167358,7.21589088439941,-4.1766152381897,108.64559173584,-1108.23955761392,-1742.48932304778,"StriatedCaracara",10
91,0,80.2045440673828,0,14.2944498062134,8.29615879058838,0.252633601427078,2.48415207862854,42.1357116699219,3.35887622833252,-1.96354961395264,166.586074829102,-1098.23955761392,-1742.48932304778,"StriatedCaracara",10
92,0,80.2045440673828,0,14.2944498062134,8.29615879058838,0.252633601427078,2.48415207862854,42.1357116699219,3.35887622833252,-1.96354961395264,166.586074829102,-1088.23955761392,-1742.48932304778,"StriatedCaracara",10
93,0,14.3592672348022,0,13.7073287963867,18.3334655761719,3.46442699432373,8.96771812438965,19.1106414794922,8.59961605072021,-5.20843410491943,193.969696044922,-1038.23955761392,-1742.48932304778,"StriatedCaracara",10
94,0,9.57128620147705,0,16.4977321624756,22.7115821838379,7.03890991210938,15.6012945175171,18.9017200469971,14.081244468689,-3.28617525100708,143.530838012695,-1028.23955761392,-1742.48932304778,"StriatedCaracara",10
95,1,9.57128620147705,0,16.4977321624756,22.7115821838379,7.03890991210938,15.6012945175171,18.9017200469971,14.081244468689,-3.28617525100708,143.530838012695,-1018.23955761392,-1742.48932304778,"StriatedCaracara",10
96,1,3.60932803153992,0,17.6192054748535,24.5064926147461,11.0459671020508,11.8409175872803,19.4923610687256,13.1703863143921,-2.47833657264709,103.484222412109,-1008.23955761392,-1742.48932304778,"StriatedCaracara",10
